RefSeq	Log2_FC	logCPM	LR	Pval	Padj	Chr	Strand	Start	End	Symbol	txLength	countLength	WL650_none_aortic_HAoEC_none_hsap_1487_Basal_TCAG1Aligned_uniq_sortedByReadname.bam	WL647_none_aortic_HAoEC_none_hsap_2139_Basal_TCAG1Aligned_uniq_sortedByReadname.bam	WL649_none_aortic_HAoEC_none_hsap_1487_TNFa.DMSO_TCAG1Aligned_uniq_sortedByReadname.bam	WL645_none_aortic_HAoEC_none_hsap_2139_TNFa.DMSO_TCAG1Aligned_uniq_sortedByReadname.bam
NM_004176	0.00974809866627169	6.86670437320409	0.000424362431360237	0.983564693390822	1	chr17	-	17714662	17740325	SREBF1	25663	4911	6.54204620040313	7.12778069734926	6.58814396604635	7.10124351672934
NM_004177	-0.024456279087833	4.93775179251463	0.0023118758377052	0.96165091545143	1	chr11	+	59522531	59573355	STX3	50824	6475	5.3721429721267	4.44711558658662	4.9386998193817	4.83196658289627
NM_004178	-0.557175459249007	3.68244702147034	1.33735561058827	0.247500850485685	1	chr12	+	53894704	53900215	TARBP2	5511	1407	3.60630673454885	4.1972941117957	3.12070332198311	3.57007925095644
NM_004179	1.6665552997375e-17	-3.92635065335074	0	1	1	chr11	-	18042083	18062335	TPH1	20252	1815	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004180	0.189891212339583	3.1535651479288	0.134709465292353	0.713598221234181	1	chr2	+	161993465	162092682	TANK	99217	2089	3.31374410345371	2.74490626469252	3.0652616857399	3.37079305476911
NM_004181	-0.104222207291166	7.33649770667784	0.0484577339110785	0.825768996625061	1	chr4	+	41258897	41270446	UCHL1	11549	1124	7.03939428070806	7.67584743651777	6.99142461506151	7.51545415522152
NM_004183	1.6665552997375e-17	-3.92635065335074	0	1	1	chr11	+	61717355	61731935	BEST1	14580	2679	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004185	0.325498310157245	-0.204422774115722	0.144573074267392	0.703776427860228	1	chr1	+	113009162	113063910	WNT2B	54748	2895	-3.65858380541374	0.838013640778839	-0.886052319606079	-0.343149050073012
NM_004186	-0.0652424226010843	8.88419535194991	0.0190192420267579	0.890311335244484	1	chr3	+	50192847	50226508	SEMA3F	33661	3516	8.55153293200833	9.21655062735321	8.54341821311816	9.09420909765134
NM_004188	-4.41986587151667	-3.10165390013631	6.01337040838412	0.0141978835151753	0.204626726035304	chr9	+	135820931	135867074	GFI1B	46143	2455	-2.17710458239429	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004189	1.6665552997375e-17	-3.92635065335074	0	1	1	chr3	+	137483133	137485172	SOX14	2039	2039	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004195	1.6665552997375e-17	-3.92635065335074	0	1	1	chr1	-	1138887	1142089	TNFRSF18	3202	1200	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004196	0.208031274508803	1.67346950391784	0.171860684615261	0.678463425137081	1	chr14	-	50796308	50862642	CDKL1	66334	1613	1.39723137267539	1.65293635620472	1.48313059869577	1.97693821782047
NM_004197	-2.71378692337596	-0.177147336405549	17.3319480213942	3.13865527091781e-05	0.00187677116674873	chr6	+	31939645	31949223	STK19	9578	1620	0.101258306890205	0.813465985702228	-2.93024925188403	-1.66800419404354
NM_004202	-2.98583903985909	-1.19046673478365	10.3849279751194	0.00127048143600134	0.0300754717937418	chrY	+	15815446	15817902	TMSB4Y	2456	1667	-3.12443529654253	0.280447070209687	-3.47069933393384	-3.96707200003978
NM_004203	-0.230502233835649	4.51481285552081	0.228884311027606	0.632352331793088	1	chr16	-	3022791	3030540	PKMYT1	7749	2171	4.6246177794403	4.61098344064674	4.22810196567556	4.54568497402129
NM_004204	-0.379201298721287	6.1468487049994	0.609480834839587	0.434983351974471	1	chr16	+	619967	634136	PIGQ	14169	2985	6.31912555648534	6.31026488273434	5.70225916601709	6.16824995485034
NM_004205	2.35828264224118	0.146889563037189	6.94562400125517	0.0084024521918489	0.135541430672261	chr11	-	119225924	119252436	USP2	26512	3733	0.101258306890205	-4.70348564166785	0.857411861161493	0.397989421919301
NM_004209	1.64863357242799	0.516320162583285	8.53714357098297	0.0034797128208895	0.0672436749000054	chr16	+	2039945	2044276	SYNGR3	4331	2051	-1.32722682146568	-0.131338795973101	0.259343541869223	1.55266508583856
NM_004210	-7.20907337661068	-1.48589854266925	28.4851464339073	9.44200811774007e-08	2.23515937167202e-05	chr10	+	105253734	105352309	NEURL1	98575	4315	-1.32722682146568	-0.391777161727637	-6.9263504872914	-6.92635048729141
NM_004211	1.6665552997375e-17	-3.92635065335074	0	1	1	chr11	+	20620945	20676610	SLC6A5	55665	2863	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004212	1.6665552997375e-17	-3.92635065335074	0	1	1	chr15	+	45544427	45568132	SLC28A2	23705	2463	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004213	1.6665552997375e-17	-3.92635065335074	0	1	1	chr15	+	85427891	85489027	SLC28A1	61136	2769	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004214	-0.261874985696434	5.13012140280352	0.300675074375008	0.583459519005013	1	chr11	-	65651210	65656010	FIBP	4800	1429	5.26439386699575	5.23790029813571	4.8896705697331	5.08856671097886
NM_004217	-0.200304914022348	4.73179382931502	0.177389187328584	0.673626599116054	1	chr17	-	8108048	8113944	AURKB	5896	1297	5.01652421474491	4.60384378028481	4.82646488506824	4.39335583153677
NM_004218	-0.105800185667823	6.51055394397643	0.0492629711517054	0.82435075725163	1	chr19	+	8455204	8469317	RAB11B	14113	1628	6.3793974893963	6.70580672994359	6.14480294450706	6.72854228874718
NM_004219	-0.452893278873134	5.03635802366362	0.904832263624371	0.341489299642415	1	chr5	+	159848813	159855751	PTTG1	6938	768	5.24427660532712	5.24020442158589	4.83270402052404	4.74620460449154
NM_004220	-0.204349622653072	5.0744423125084	0.160930048165284	0.688301683768759	1	chr16	+	3185056	3192805	ZNF213	7749	3284	5.11582457256088	5.17666379915526	5.3312924107801	4.55255255072893
NM_004224	1.6665552997375e-17	-3.92635065335074	0	1	1	chrX	+	150345055	150349937	GPR50	4882	2020	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004225	-0.0695254392790364	5.69758839726606	0.0200755107321982	0.887326394301358	1	chr8	-	8641998	8751131	MFHAS1	109133	5255	5.89771218994965	5.54795639707702	5.54015006333911	5.76606479689452
NM_004226	0.242886499467854	5.75679378176952	0.255527750276087	0.613209434631776	1	chr2	-	196998306	197036336	STK17B	38030	5307	5.13343238081535	6.03171552437015	5.55154281254057	6.10015854719397
NM_004227	0.232390755374132	4.27187332328577	0.233616220169054	0.628855323632684	1	chr7	-	6201411	6312242	CYTH3	110831	4467	4.25802923044194	4.00474139980534	4.63030230290615	4.09715865330897
NM_004228	0.299744152789408	5.19552332561339	0.39624170708079	0.529036606699031	1	chr19	+	48972464	48985571	CYTH2	13107	4604	4.80574368311278	5.24250487099519	5.1812791323212	5.46672524173723
NM_004229	-0.167495694981139	5.68365817497911	0.124787581590461	0.723898884052188	1	chrX	-	40508794	40594804	MED14	86010	6768	5.89942842597337	5.61607327375555	5.70112291772269	5.47939407597973
NM_004230	1.03101562738631	2.14801515496077	3.33885389371424	0.067661723239292	0.655419466894978	chr19	-	10332108	10341948	S1PR2	9840	3584	0.890121692367166	2.06009150451025	2.57332193045589	2.46587580900009
NM_004232	0.224797837143265	4.09833133924395	0.220662167851145	0.638535842247162	1	chr18	+	67956136	67997434	SOCS6	41298	5846	3.67604907272387	4.23475223808417	3.96960469797044	4.39144192250332
NM_004234	-0.0840710438641558	-0.460125744446355	0.0134092320169739	0.907812446675746	1	chr19	-	44790500	44809178	ZNF235	18678	3190	0.322070232519074	-1.83830408557689	-0.886052319606079	-0.686974606973499
NM_004235	1.06970408288032	4.27268072823376	4.23813773109033	0.039525499665451	0.445821270199113	chr9	-	110247132	110252047	KLF4	4915	2933	3.65993983395955	3.48505496173193	5.16982522314764	4.11350545392523
NM_004237	-0.225510891450457	5.61018105052935	0.221480586989244	0.637914093726704	1	chr5	+	892968	918164	TRIP13	25196	2390	5.81465551951051	5.59192003876329	5.7447865913327	5.21081628653762
NM_004238	0.0786784250912417	7.00845977765289	0.0273890567468271	0.868553287109918	1	chr2	-	230628552	230786725	TRIP12	158173	9875	7.00353911253704	6.93002763488552	6.97271357176356	7.11812313862362
NM_004239	0.292561124599229	4.90678559657351	0.374015156107838	0.540823757376818	1	chr14	-	92434242	92506403	TRIP11	72161	8088	4.9149799604236	4.53981694538987	5.32687914887581	4.71287386214828
NM_004240	0.186170208286942	5.73813037918523	0.139350060675056	0.708927996631247	1	chr19	+	6739692	6751537	TRIP10	11845	2033	5.61709483772315	5.61873217482779	5.45238540419642	6.15477352205629
NM_004242	-0.639016986944324	2.84481234190653	1.72140573509697	0.18951219652375	1	chr6	-	79910961	79944455	HMGN3	33494	921	3.23980630411279	2.97813197140608	2.66940866499699	2.27145764378255
NM_004244	1.6665552997375e-17	-3.92635065335074	0	1	1	chr12	-	7623411	7656414	CD163	33003	4190	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004245	1.6665552997375e-17	-3.92635065335074	0	1	1	chr15	-	43524792	43559055	TGM5	34263	2521	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004246	1.6665552997375e-17	-3.92635065335074	0	1	1	chr17	+	9729380	9793022	GLP2R	63642	1662	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004248	1.6665552997375e-17	-3.92635065335074	0	1	1	chr10	-	120352915	120355160	PRLHR	2245	1980	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004252	-0.129179419859805	7.28880308354097	0.0746497983992729	0.784683220692112	1	chr17	+	72744750	72765499	SLC9A3R1	20749	1929	7.30131061352015	7.40000121302497	7.17858675488448	7.26437748062722
NM_004255	-0.0318695149325508	6.09112965198243	0.00431091943693218	0.947650435900015	1	chr15	-	75212616	75230495	COX5A	17879	769	6.34265451739922	5.84752726697845	6.07019523267008	6.05613597995535
NM_004256	-4.73057095519695	-3.13309114419764	7.04845249720892	0.00793337608548094	0.12885272410535	chr3	+	38307297	38319806	SLC22A13	12509	2560	-6.92635048729141	-2.40221342648278	-6.9263504872914	-6.92635048729141
NM_004258	1.6665552997375e-17	-3.92635065335074	0	1	1	chr1	+	117544371	117579173	CD101	34802	3563	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004259	0.207225835671651	4.11946552060018	0.18202488735496	0.669638828469494	1	chr17	-	73622924	73663269	RECQL5	40345	3713	4.24188646897543	3.75373048611065	4.24379380221882	4.16594840052663
NM_004260	0.0227518838488043	3.4016903275523	0.00172108299786089	0.96690850357163	1	chr8	-	145736666	145743210	RECQL4	6544	3816	3.58939492329348	3.1099657218806	3.00023206051111	3.73914096907481
NM_004261	0.0404663636740291	5.01737706976828	0.00505883249479666	0.943297897304875	1	chr1	-	87328127	87380107	SEP15	51980	1840	4.52140618506135	5.37317237481609	5.29258801699335	4.68501860746713
NM_004262	1.6665552997375e-17	-3.92635065335074	0	1	1	chr4	-	68686593	68749716	TMPRSS11D	63123	2783	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004263	-1.03106784436261	2.77061128015721	4.13229546117178	0.0420722453678854	0.467859179551976	chr2	+	74881354	74910981	SEMA4F	29627	6107	2.27318643085834	3.67756761797825	0.982397074001679	2.88582480899194
NM_004267	0.390096018590935	4.17287203600282	0.651065256340658	0.419732079936461	1	chr3	+	142838617	142842856	CHST2	4239	4137	4.2145738690828	3.58995018082508	4.7712313445436	3.81249498548887
NM_004268	-0.301825666067546	2.78664830697742	0.385560909334673	0.534642054907542	1	chr11	+	93517404	93546496	MED17	29092	3497	2.9529846325322	2.88106818729361	2.57332193045589	2.6564321264103
NM_004269	0.237182747850638	4.80632924839972	0.238111339362059	0.625573545038312	1	chr9	-	134735496	134955274	MED27	219778	1407	4.99742027774722	4.32217801941339	5.00649744423713	4.78754137644712
NM_004270	-0.339544960180504	2.17557828033406	0.439608767896748	0.507311346887593	1	chr5	-	156565450	156569921	MED7	4471	1100	1.91433834688483	2.6579595871677	1.91812243071103	1.98711276555917
NM_004271	1.6665552997375e-17	-3.92635065335074	0	1	1	chr6	+	6588933	6655216	LY86	66283	879	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004272	-5.12369485241719	-2.73012836799197	8.97836765360611	0.00273194597342493	0.0549231346546936	chr5	-	78669646	78809659	HOMER1	140013	4312	-1.46175715442136	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004273	0.0950808544094921	7.15561536105181	0.0401528546585155	0.841182014012887	1	chr10	+	73724119	73773322	CHST3	49203	6973	7.15309729749211	7.05896584866502	7.15885841186113	7.24330931028436
NM_004274	-5.63411721490871	-2.43763314445457	12.2517890097937	0.000464812305823725	0.0136052788990567	chr14	+	32798478	33302268	AKAP6	503790	10387	-1.09080485985984	-4.70348564166785	-6.9263504872914	-6.92635048729141
NM_004275	-0.0484879340919395	4.45608779613633	0.010201927853899	0.919546813954497	1	chr6	-	41873091	41888877	MED20	15786	2478	4.43174492582609	4.50957353620104	4.24379380221882	4.59973145086794
NM_004278	-0.368558402916791	2.09659360208967	0.557902893082953	0.455106434954293	1	chr17	+	16120508	16229573	PIGL	109065	1152	2.49825154998486	1.96299273386114	2.06667808719005	1.65831225049439
NM_004279	0.134482250102597	1.77685962011225	0.0731920816304093	0.786744578081834	1	chr7	+	102937872	102955133	PMPCB	17261	3919	1.5272387870783	1.82244220478543	1.66195828301041	1.95637129185323
NM_004281	-0.248705115822832	7.64600414474185	0.275697492676045	0.599535200217787	1	chr10	+	121410881	121437329	BAG3	26448	2569	7.7555491096258	7.77273836908807	7.56734247245322	7.46356669344841
NM_004282	-0.123165520721815	3.10124336314384	0.064865427101878	0.798964919687107	1	chr6	+	57037103	57050012	BAG2	12909	2052	2.61982692204205	3.54219545631451	2.5227670310703	3.39392014245736
NM_004283	-0.514494107333293	5.43287925436683	1.07079859191342	0.300765132474752	1	chr19	-	11432721	11450344	RAB3D	17623	4273	5.73903757762922	5.5719361908315	4.89564281735976	5.38540117081268
NM_004285	0.0422276849734111	7.51203127534597	0.0079229403694967	0.92907324733345	1	chr1	+	9294862	9331394	H6PD	36532	9115	7.58714032510862	7.39017861034512	7.53709618939919	7.52465128376562
NM_004286	0.139550794561133	6.68986296937713	0.0840418133997645	0.7718930010415	1	chr22	+	39101806	39129592	GTPBP1	27786	5047	6.66921356779924	6.53943444397959	7.0080595478944	6.47971158239004
NM_004287	-0.17431470621282	6.01333106230611	0.132135778598606	0.716227787881342	1	chr17	+	45000485	45018733	GOSR2	18248	3319	6.01950091958883	6.1686583174898	6.01365396982541	5.82610152365286
NM_004288	1.6665552997375e-17	-3.92635065335074	0	1	1	chr2	-	158271130	158300604	CYTIP	29474	2210	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004289	0.0371100713526734	5.2147724747639	0.00599633034595115	0.938276722151972	1	chr7	+	26191846	26226756	NFE2L3	34910	3710	5.12171775201851	5.26191199002159	5.31058069470913	5.14758820442803
NM_004291	1.6665552997375e-17	-3.92635065335074	0	1	1	chr5	+	71014989	71016875	CARTPT	1886	915	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004292	-0.938301594881195	3.36702898206823	3.41725109514742	0.0645183624903869	0.633738977615636	chr11	-	66099541	66104000	RIN1	4459	2684	3.53302090959525	3.89496125234691	2.25189197763828	3.2909102323416
NM_004294	-2.52177286690459	0.560037411026317	2.53010457567116	0.111692813724038	0.902940310868181	chr13	-	41790515	41837713	MTRF1	47198	2174	0.513528801372756	1.12409703422856	1.06950672514298	-6.92635048729141
NM_004295	0.286742178564557	4.2017298976077	0.353125513267244	0.552349163022748	1	chr17	+	27071022	27077976	TRAF4	6954	2902	4.18392045879768	3.90370890382055	4.30789691874901	4.35262067663504
NM_004297	0.0579851360548824	3.84028050250141	0.014697605401671	0.903505947301527	1	chr9	-	80037994	80263232	GNA14	225238	2491	4.05434653300704	3.5120023920701	4.08211701034172	3.60022055859385
NM_004304	5.76903174321544	-2.46504643232825	12.512531905444	0.000404231427825243	0.0123473141615395	chr2	-	29415639	30144477	ALK	728838	6265	-6.92635048729141	-6.92635048729141	-6.9263504872914	-1.23063171943846
NM_004306	1.6665552997375e-17	-3.92635065335074	0	1	1	chr8	-	124693033	124749647	ANXA13	56614	1470	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004308	0.0620684054735609	7.46005803827335	0.0172225001219175	0.89558978642362	1	chr11	-	46698624	46722215	ARHGAP1	23591	3446	7.53537507271324	7.31511657170056	7.5601535194343	7.41446308392069
NM_004311	0.670978270782172	2.22637922404335	1.35013832952914	0.245253935310978	1	chr10	-	104433483	104474190	ARL3	40707	3874	1.09571898014447	2.43473117431995	2.50203838343303	2.39886384776813
NM_004312	1.6665552997375e-17	-3.92635065335074	0	1	1	chrX	+	69488184	69501690	ARR3	13506	1309	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004314	1.6665552997375e-17	-3.92635065335074	0	1	1	chr11	+	3666360	3685646	ART1	19286	1312	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004315	-0.379691676024248	3.51591057951392	0.608662913815039	0.435291691305232	1	chr8	-	17913924	17942507	ASAH1	28583	2551	2.70864528361591	4.29583762268041	2.47037605307447	3.78067773498196
NM_004316	1.6665552997375e-17	-3.92635065335074	0	1	1	chr12	+	103351451	103354294	ASCL1	2843	2484	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004317	-0.0860954712528656	7.1685052406047	0.0331601855522994	0.855504732365084	1	chr19	+	12848305	12859137	ASNA1	10832	1280	7.2714701737088	7.14632748082875	7.18956652988804	7.056046846629
NM_004318	0.10253667934643	5.5964915356157	0.0461324963906691	0.829935129447297	1	chr8	-	62413114	62627199	ASPH	214085	5349	5.82643097394234	5.21699589695915	5.8010222443574	5.44751092297414
NM_004322	-0.336528045356416	4.37068109953561	0.471138924067105	0.492463676344082	1	chr11	-	64037299	64052176	BAD	14877	1224	4.20904874764269	4.73380056420262	3.61638769949172	4.65022632464855
NM_004326	-0.102049007645144	5.88991305926152	0.0464019212030564	0.829446854229031	1	chr1	+	147013270	147098020	BCL9	84750	6192	5.83183355105779	6.03901269152392	5.7480912298812	5.91871068709924
NM_004328	-0.310359766859883	3.29077482168569	0.372229443747338	0.541791531247765	1	chr2	+	219524378	219528166	BCS1L	3788	1663	3.51969262721683	3.31185858548115	2.82771847973157	3.37854335020969
NM_004329	-0.326659771457345	1.77151578910343	0.42603259315743	0.513942143510823	1	chr10	+	88516395	88684945	BMPR1A	168550	3616	1.5272387870783	2.18015817075652	1.12478854900592	1.92496047918331
NM_004330	0.640492028038379	3.4520370296648	1.6360766708247	0.200864615524866	1	chr15	-	59955061	59981642	BNIP2	26581	2517	2.76997022303214	3.38031196775265	3.72323381956806	3.71179307909954
NM_004331	0.204995865814864	5.84837282567184	0.182607932600355	0.669141538046505	1	chr8	+	26240522	26270644	BNIP3L	30122	3500	5.71194812682093	5.76191794627923	6.08508023884001	5.79892452178254
NM_004332	-0.501956397777057	1.34216705833657	0.871052955084782	0.350663971043279	1	chr6	+	3118925	3153432	BPHL	34507	1548	2.12849741564949	0.737212799829497	1.20393159789217	0.674710459265747
NM_004333	0.0233802725198611	3.72127477165406	0.00227440385094013	0.961962737769852	1	chr7	-	140433812	140624564	BRAF	190752	2946	3.67604907272387	3.70785111023081	3.4585870833126	3.96955425280954
NM_004334	-1.02931414217903	2.32205309511765	3.10684724323249	0.0779637408502991	0.720584345643223	chr4	+	15704572	15733796	BST1	29224	1480	1.9006933787087	3.05866861853895	0.102945250999679	2.7126980570699
NM_004335	-0.0455995090832059	2.22089202396764	0.00642109076665776	0.936132503794796	1	chr19	-	17513747	17516457	BST2	2710	1019	1.83046287464593	2.53572934777917	2.4810075595672	1.80355677892207
NM_004336	-0.0273875744569775	4.62497210088833	0.00300654844539849	0.956272304820657	1	chr2	-	111395274	111435684	BUB1	40410	3636	4.91328213604768	4.3265217063308	4.5391337413541	4.64541624163195
NM_004337	0.457721466250898	4.24111108880619	0.90210656969591	0.342217489733773	1	chr8	+	90914095	90940095	OSGIN2	26000	4199	3.74257484422516	4.21614474184904	4.34328773686244	4.53185096162628
NM_004339	0.0506242943194446	8.3611567365553	0.0113788284378415	0.915049520665607	1	chr21	-	46269499	46293818	PTTG1IP	24319	2826	8.37065561658624	8.29291487191343	8.52008967326393	8.24472853357649
NM_004341	-0.0656992665143974	5.69491751752605	0.019166575537815	0.88988999746555	1	chr2	+	27440257	27466654	CAD	26397	7108	5.62333923662638	5.82391062754811	5.61566215412585	5.70033199594639
NM_004343	-0.148976423452187	10.4904575451529	0.0991609112929837	0.75283890621333	1	chr19	+	13049413	13055304	CALR	5891	1911	10.4231358852615	10.6846268114838	10.2140491559964	10.5957476810707
NM_004344	-0.342709733477456	5.05182330448584	0.446189682000835	0.504149989752634	1	chrX	-	151995870	151999301	CETN2	3431	1080	5.20595691175012	5.16215539076994	4.42263887312187	5.25779654363736
NM_004345	1.6665552997375e-17	-3.92635065335074	0	1	1	chr3	+	48264836	48266981	CAMP	2145	745	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004346	0.112508337348924	3.95239116756563	0.055049302307757	0.814499122931533	1	chr4	-	185548849	185570629	CASP3	21780	2673	3.85651214121589	3.92104667518648	4.06455296320314	3.93843226048368
NM_004347	1.6665552997375e-17	-3.92635065335074	0	1	1	chr11	-	104864966	104893895	CASP5	28929	1449	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004352	1.6665552997375e-17	-3.92635065335074	0	1	1	chr16	-	49311828	49315742	CBLN1	3914	2434	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004354	-0.133833880158811	2.53015371526226	0.0572646590168233	0.810872691589437	1	chr4	+	78078356	78091213	CCNG2	12857	5474	3.03646314214224	2.02844585159952	2.25189197763828	2.54376531640575
NM_004355	-2.04011878096398	1.68308515323003	5.57347687522299	0.0182345184195468	0.250780907646607	chr5	-	149781199	149792499	CD74	11300	1489	2.67697674506744	0.763080938308388	2.17540652311731	-3.44530688687483
NM_004359	-0.368895032960345	4.37648547088959	0.564068452533348	0.452625630094234	1	chr19	+	531732	542087	CDC34	10355	1445	4.83473511512608	4.21848384596137	4.19941924755747	4.11582566415264
NM_004360	1.6665552997375e-17	-3.92635065335074	0	1	1	chr16	+	68771194	68869444	CDH1	98250	4815	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004362	-6.52470474909969	-1.74603289891249	17.5691901165829	2.77040729358801e-05	0.00170344069240162	chr4	-	141309606	141348815	CLGN	39209	2738	-0.0495167080573817	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004363	1.6665552997375e-17	-3.92635065335074	0	1	1	chr19	+	42212529	42234341	CEACAM5	21812	3504	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004365	-2.48371484756168	-0.497619822719794	10.0706953987749	0.00150646163442146	0.0343313723618213	chr5	-	89689151	89705603	CETN3	16452	1358	-3.12443529654253	1.04195494867103	-4.3448530344316	-1.66800419404354
NM_004366	-0.614970100783859	1.52299300485328	1.35594907183596	0.244240778444273	1	chr3	-	184063972	184079439	CLCN2	15467	3290	2.42388455403508	0.788493408349008	1.46182027420842	0.542974472595844
NM_004367	1.6665552997375e-17	-3.92635065335074	0	1	1	chr6	+	167525294	167552629	CCR6	27335	3216	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004368	-0.0281704322331202	9.37956983103912	0.00355002523957637	0.952488484530871	1	chr19	+	1026297	1039064	CNN2	12767	2458	9.47373528894693	9.310476760214	9.39749918305411	9.33036892045787
NM_004369	-1.88439823809931	1.15867416460984	1.81752263643186	0.177608447311629	1	chr2	-	238232654	238322850	COL6A3	90196	10581	1.47294927116967	0.244171580164298	2.27651182311282	-6.92635048729141
NM_004370	2.55816433978942	-1.71806086049965	6.7979674539054	0.00912617085218407	0.143906264445181	chr6	-	75794041	75915623	COL12A1	121582	11579	-2.73549210010083	-6.92635048729141	-0.136056155616198	-6.92635048729141
NM_004371	0.0995338167163935	7.91018256008659	0.0443522442776612	0.8331996267178	1	chr1	-	160258376	160313354	COPA	54978	5639	7.83077823436719	7.88669547590172	7.91453953922969	8.00199180885836
NM_004373	0.17862627687384	5.97119488963364	0.142201376974491	0.706102279699344	1	chr12	+	120875892	120878545	COX6A1	2653	572	5.85589786575502	5.89947449031417	6.04265018804438	6.06996309375024
NM_004374	0.00639164340403542	2.30250253978976	0.000164433974855882	0.989768862130356	1	chr8	-	100890222	100906242	COX6C	16020	921	2.1517237919243	2.40217665330222	2.39367749983154	2.17684622475876
NM_004378	1.6665552997375e-17	-3.92635065335074	0	1	1	chr15	+	78632665	78640572	CRABP1	7907	772	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004385	0.155090895058076	2.43094469307918	0.0776306413845802	0.780534345558652	1	chr5	+	82767492	82878122	VCAN	110630	12416	1.27563813978968	3.0845451510142	2.08072578269552	2.62419828723168
NM_004386	1.6665552997375e-17	-3.92635065335074	0	1	1	chr19	+	19322781	19363061	NCAN	40280	6406	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004387	-6.73985917585256	-1.58937486668965	19.9609437203538	7.90402548232025e-06	0.000674263218847662	chr5	-	172659106	172662315	NKX2-5	3209	1669	0.101258306890205	-4.70348564166785	-6.9263504872914	-6.92635048729141
NM_004388	0.358324600939615	3.4334909683209	0.538348599477814	0.463117927257442	1	chr1	-	85018803	85040163	CTBS	21360	3101	3.07342074995117	3.3886447032608	3.63078115713035	3.54962941544572
NM_004390	0.766750896785001	0.281666776294174	1.00130717288724	0.316994416885109	1	chr15	-	79214091	79237420	CTSH	23329	1485	0.804783603658782	-6.92635048729141	1.58520167365602	-6.92635048729141
NM_004391	1.6665552997375e-17	-3.92635065335074	0	1	1	chr3	-	42913683	42917633	CYP8B1	3950	3950	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_004392	-0.289335834106505	2.57710418012996	0.341846833193827	0.558765129749816	1	chr13	-	72012097	72441330	DACH1	429233	4633	3.28251929082206	1.58204374192136	3.13423710916514	1.14353041104005
NM_004394	0.0975363910465851	8.23766400913088	0.0423439583339302	0.836965516891546	1	chr5	-	10679341	10761387	DAP	82046	2342	8.34317556931358	8.02173548101779	8.35597612698775	8.20400815713719
NM_004395	-0.226012234007008	9.66778286918211	0.228565947280856	0.632589201614315	1	chr5	-	176883613	176900694	DBN1	17081	2942	9.81451478715456	9.73745209918251	9.55555558641701	9.5443856828123
NM_004396	0.109727661928797	6.51818355108213	0.0516158533637281	0.820275049637222	1	chr17	-	62494373	62502484	DDX5	8111	3759	6.46706895765387	6.44070952284659	6.35950971825014	6.76743235958372
NM_004397	-0.0995167669067742	7.28451772744937	0.0440980803060427	0.833671240432671	1	chr11	-	118618472	118661972	DDX6	43500	6226	7.2335352946878	7.42856898819308	7.2068821358472	7.2562500356233
NM_004398	0.178504879865495	3.98721777416991	0.137580843711437	0.710697924183889	1	chr11	+	108535751	108811657	DDX10	275906	3264	3.65181725470774	4.10675543073776	3.96203546310663	4.15470881380755
