RefSeq	Log2_FC	logCPM	LR	Pval	Padj	Chr	Strand	Start	End	Symbol	txLength	countLength	WL698_none_na_NA_none_hsap_1487_Basal_TCAG1Aligned_sortedByReadname_real_uniq.bam	WL700_none_na_NA_none_hsap_2139_Basal_TCAG1Aligned_sortedByReadname_real_uniq.bam	WL699_none_na_NA_none_hsap_1487_TNFa.DMSO_TCAG1Aligned_sortedByReadname_real_uniq.bam	WL701_none_na_NA_none_hsap_2139_TNFa.DMSO_TCAG1Aligned_sortedByReadname_real_uniq.bam
NM_004671	0.0297073604112606	4.98076626759198	0.135874136616359	0.712417627236799	1	chr18	-	44390022	44497495	PIAS2	107473	4426	4.86416704371317	5.05698968175985	4.93711246945648	5.0441557034735
NM_004672	0.27860696330386	3.64449311989087	5.8715591121776	0.0153874181163768	0.199320251781267	chr1	-	27681669	27693357	MAP3K6	11688	4348	3.7442887460498	3.1672926600296	3.9527610765884	3.54394388574738
NM_004673	0.842954672632291	-1.98263488746615	0.751458130161612	0.386014970462397	0.892999261563504	chr1	-	178818669	178840215	ANGPTL1	21546	3546	-5.9827175065999	-2.31219694453577	-2.27379078478508	-2.67901087003059
NM_004674	-0.00177011320079999	5.84821644259924	0.00072188646949245	0.978565060452767	1	chr8	+	37963010	37997598	ASH2L	34588	2954	5.84629268347823	5.84632533145781	5.84065383855969	5.84858152854499
NM_004675	-0.282534267905958	0.959133739018189	1.05656413988193	0.304000135121439	0.801214544179337	chr1	-	68511644	68516460	DIRAS3	4816	1631	1.33869472236694	0.524353382977242	0.94526200867782	0.431886233377295
NM_004679	-8.5718677548981e-17	-2.98271782599268	0	1	1	chrY	-	16097651	16098392	VCY	741	4	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_004681	-0.0494514316039361	5.00323108615074	0.385732767212595	0.534551012762885	1	chrY	+	22737596	22755040	EIF1AY	17444	1404	5.1183576303856	4.91337704781504	5.07427572469089	4.85773215403472
NM_004684	-0.688501907689415	0.282840108268489	3.68830534222188	0.0547952629355814	0.41748141868464	chr4	-	88394481	88450655	SPARCL1	56174	2910	1.12334530613977	-1.15604629383943	0.684595258143011	-5.9827175065999
NM_004685	0.0221178272428686	6.8451724198238	0.136946867782427	0.711335304412777	1	chr13	-	25820340	25861704	MTMR6	41364	5214	6.83357968468635	6.83131610385504	6.90701341815373	6.80014707674759
NM_004686	-0.12794435585826	1.79788526939385	0.389308868604043	0.532662913571732	1	chr8	-	17154305	17271040	MTMR7	116735	4059	1.93174159955212	1.6644819696549	1.96307503828	1.30548990069457
NM_004687	-0.09130807921996	5.11151653320003	1.16789635945046	0.279833903946346	0.768322373714394	chr17	-	56566892	56595251	MTMR4	28359	5829	4.95396636577686	5.33413564308545	4.98429745297988	5.12760181226842
NM_004688	-0.0918193972920291	4.99697021771334	1.26567076723596	0.260580414887104	0.742500239920437	chr2	-	152126981	152146430	NMI	19449	1479	5.04362479650771	5.02720077529982	4.88211672006371	5.00686066124211
NM_004690	0.125545711246336	6.29665696868681	2.69729083463842	0.100518921234663	0.55107780543627	chr6	-	149979288	150039392	LATS1	60104	7517	6.18098345592188	6.28090420119101	6.42120342677489	6.28877249910155
NM_004691	-0.0214001999558439	5.84977600764611	0.103931392523647	0.747161863721275	1	chr16	-	67471916	67515089	ATP6V0D1	43173	1670	5.81817111780831	5.89661682493091	5.77172597180624	5.90034448144162
NM_004693	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr12	-	52817853	52828110	KRT75	10257	2125	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_004696	0.00810157049448003	2.75440786450876	0.00286650711093728	0.957301843159083	1	chr1	-	110905472	110933704	SLC16A4	28232	2629	3.04569839120455	2.29328436146218	2.84982151188977	2.59698757600077
NM_004698	-0.00703123487167115	4.51118620635635	0.0059277184774551	0.938630165331054	1	chr1	+	150293927	150325704	PRPF3	31777	2463	4.62198479439792	4.37825668924169	4.54315319371839	4.45339108595126
NM_004699	-0.0827478256792766	5.24005107289892	0.950526399151332	0.329585343133688	0.833765889427222	chrX	+	153672472	153679002	FAM50A	6530	1352	5.33021352742865	5.21667665956725	5.11988786977057	5.26557241976898
NM_004701	-0.0483226358058823	4.93330998238264	0.356857893285534	0.550256480874889	1	chr15	+	59397283	59417244	CCNB2	19961	1549	4.96210539623452	4.93978165930161	4.90987663466239	4.89563422431525
NM_004704	-0.432957553676721	3.19013745769674	10.6461921999464	0.00110297758521657	0.0310161230315359	chr3	-	51967441	51975957	RRP9	8516	1582	3.49037548221378	3.21611760826075	2.93634853307893	2.92484200632772
NM_004705	-0.0695869018142457	6.73280645887761	1.5207089237352	0.217512243472169	0.738137014571591	chr11	-	76061003	76091880	PRKRIR	30877	3190	6.79991874850457	6.7282084308152	6.74522004952129	6.64290888706265
NM_004706	0.0167111601180823	5.15050930578496	0.0454797226725283	0.831124363112552	1	chr19	+	42387266	42411604	ARHGEF1	24338	3213	5.21687809215089	5.05161906681188	5.17685243655353	5.13049457775723
NM_004708	-0.0635901946950047	4.75720017762269	0.556245977433086	0.455776762169235	0.957971482013857	chr19	+	33072093	33078358	PDCD5	6265	604	4.82006881685583	4.74058296806404	4.70682843872661	4.73004945847149
NM_004709	-8.5718677548981e-17	-2.98271782599268	0	1	1	chrX	+	144908927	144911370	TMEM257	2443	2443	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_004710	-0.076235250306351	6.38886033519476	1.61342111706914	0.204011564507299	0.738137014571591	chr17	+	76164670	76169009	SYNGR2	4339	1694	6.7093434852076	6.05664698253935	6.62754736304749	5.98748572839896
NM_004711	0.360477820688262	1.54278665463351	2.58937357065299	0.107582877455397	0.563558107173416	chr22	+	39745953	39781593	SYNGR1	35640	4438	0.443814217141486	1.87372351254852	0.684595258143011	2.28017600062892
NM_004712	-0.0119068051929271	5.82246252283831	0.0223563560757469	0.881142997441893	1	chr17	+	79650961	79669151	HGS	18190	2972	5.77724173707695	5.86940265040442	5.64164139184853	5.97788080319985
NM_004713	-0.0467863708801458	5.85828634007532	0.485390740349059	0.485990626031833	0.983543386107018	chr14	-	50250531	50319539	NEMF	69008	4121	5.93442180987627	5.81813626588792	5.8486444298998	5.81301143458468
NM_004714	0.150053405726201	3.73628097796992	1.80759553592949	0.178796937329389	0.714542646726796	chr19	-	40315986	40324873	DYRK1B	8887	2570	3.75681926016175	3.5259824917816	3.9645744848225	3.60345353629595
NM_004715	0.0230429245669737	4.89475201622562	0.0758276318774591	0.783033391838293	1	chr18	+	77439800	77514510	CTDP1	74710	3753	4.75909270763343	4.99118386728157	4.70330750804336	5.08648199369342
NM_004716	0.00501047217371643	5.67346035588023	0.00535315557146099	0.94167460913793	1	chr11	-	117075786	117103241	PCSK7	27455	3915	5.64698833494672	5.68918764211258	5.63611204122555	5.71041473995644
NM_004717	-0.0903911825049568	-0.491064301706903	0.0366463827668437	0.848186799023406	1	chr7	-	137074384	137531609	DGKI	457225	4780	-0.479491866429212	-0.969770197762909	-0.359002664724784	-1.4475210359999
NM_004718	-0.146456787605859	6.54660635748293	6.02992427853782	0.0140653366079048	0.1901090420221	chr2	-	42577644	42588356	COX7A2L	10712	1114	6.67591929763483	6.55018737952665	6.49535143640485	6.43983975139315
NM_004719	0.0644837326942448	8.21531253966382	0.902714791588878	0.342054817278014	0.850110086682729	chr12	-	46312913	46384401	SCAF11	71488	7596	8.13708230054995	8.22630538385202	8.29801001344995	8.1935485230266
NM_004720	-0.531345854725764	-1.12474501609141	0.717847044273385	0.39685102693622	0.90250988703011	chr19	-	19734465	19739039	LPAR2	4574	1794	-1.23455637691012	-1.36999024195484	-2.80461894623971	-1.19489442451032
NM_004722	-0.0391052535173074	3.35230385185856	0.098516528182286	0.753617173400974	1	chr7	+	99699129	99704803	AP4M1	5674	1430	3.40538223158082	3.30004290481286	3.33252171306545	3.2985506784578
NM_004724	-0.078137158155247	5.07740752078187	0.992821326185837	0.319053794021667	0.818391576560049	chr11	-	113603904	113644485	ZW10	40581	2948	5.15195089979445	5.06500830274569	5.04953134554337	5.0131438390943
NM_004725	-0.0627532734441831	7.76235968391287	1.64588512007247	0.199519914830221	0.738137014571591	chr10	+	124913759	124924886	BUB3	11127	2764	7.70074746292231	7.88013525186279	7.6490976132385	7.80638977806445
NM_004728	-0.00829128166058955	9.03297720255437	0.0214000525559754	0.883694379566644	1	chr10	+	70715878	70744825	DDX21	28947	4712	8.96108070027544	9.11078083639832	9.01609046206614	9.03908820501924
NM_004730	0.0242179107183581	8.19681983379703	0.224805215962839	0.635402725711217	1	chr5	-	137841781	137878989	ETF1	37208	3748	8.24802994756352	8.11774498045134	8.23478459130066	8.18034847025092
NM_004732	0.507829920128938	-1.02860318193941	0.732059503925241	0.392216436610767	0.899393682643739	chr17	-	7825176	7832753	KCNAB3	7577	2458	-0.73617862510983	-5.9827175065999	-0.929409068619068	-1.4475210359999
NM_004733	0.0185038219436052	5.57019692444952	0.0577237262785175	0.810130543468491	1	chr3	-	155544300	155572248	SLC33A1	27948	3810	5.52409726134628	5.59079480447365	5.6398006286468	5.50729881450265
NM_004734	-0.197441986482232	0.863303060852771	0.481301261143316	0.487833489305238	0.984674900456718	chr13	-	36342788	36705514	DCLK1	362726	8463	0.672652818034742	1.04037093146655	-0.616196996360233	1.38516123981085
NM_004736	0.0854535569821555	6.59882290911568	1.9721406066614	0.160220831854265	0.678188155410863	chr1	+	180601145	180859415	XPR1	258270	8496	6.46397287305445	6.64328156875746	6.59846259167715	6.67991013747791
NM_004738	-0.0447110391745926	7.03439698600417	0.699899704941613	0.402817396889421	0.907509471187795	chr20	+	56964174	57026156	VAPB	61982	7938	7.02638459109718	7.08370013222293	6.98012417751025	7.04056456437268
NM_004739	0.00777680650686755	6.66406701746697	0.0187792561494988	0.891001212413881	1	chr11	-	62360674	62369312	MTA2	8638	3069	6.69476471619382	6.62079179257697	6.69469329006096	6.63681823929135
NM_004740	0.515852017034561	-2.07586032205	0.254531045939758	0.61390254533829	1	chr17	-	27400538	27402627	TIAF1	2089	695	-3.75117937002964	-2.84159240849982	-1.88660174790031	-5.9827175065999
NM_004745	-0.711134196767368	-2.52328327220374	0.236732413463854	0.626576163416656	1	chr8	+	1449531	1656642	DLGAP2	207111	10076	-3.75117937002964	-3.68668331519673	-5.9827175065999	-3.53984130733953
NM_004746	0.177639223519642	-1.17497979167721	0.0786207191655311	0.779175343871604	1	chr18	-	3496029	4455266	DLGAP1	959237	6614	-5.9827175065999	-0.656806179440663	-5.9827175065999	-0.478972413649223
NM_004747	-0.00302704187350857	5.13053901971207	0.001537835542465	0.968718778196041	1	chr10	-	79550548	79686348	DLG5	135800	7479	4.98625056137861	5.26156108292452	4.97848303843191	5.26293844381344
NM_004750	-0.386188039560823	-2.28229377605024	0.105987303845744	0.744759615726528	1	chr19	-	18704034	18717660	CRLF1	13626	1804	-5.9827175065999	-2.31219694453577	-2.80461894623971	-5.9827175065999
NM_004751	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr15	+	59903981	59912210	GCNT3	8229	2222	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_004752	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr6	-	10873455	10882098	GCM2	8643	2365	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_004753	-0.0916095588485532	4.29423650882346	0.78593935284141	0.375330807220776	0.882157914388125	chr1	-	12627938	12677737	DHRS3	49799	1723	4.59082913724669	4.00307365535085	4.33594363222942	4.11663010965912
NM_004755	0.321453028889403	3.79450346298548	8.27251491321706	0.00402497150574114	0.0827063906038558	chr14	-	91337166	91526993	RPS6KA5	189827	3875	3.6466712644008	3.58665485124082	4.10461683038111	3.74607724181033
NM_004756	-0.0389386383154349	4.59808853798031	0.192198196482214	0.661093340488985	1	chr19	-	41171811	41196563	NUMBL	24752	3566	4.57322522470379	4.64753045415564	4.47458424537644	4.66769091542294
NM_004758	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr17	-	56378587	56406152	BZRAP1	27565	7446	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_004759	0.0710646365977175	6.54184475687127	1.50649703840607	0.219674386301223	0.738137014571591	chr1	+	206858364	206907630	MAPKAPK2	49266	3517	6.61614116498193	6.38064979869684	6.68847380380878	6.45029642126279
NM_004760	-0.0258034065473535	6.72690421622593	0.167261304523727	0.682557331433487	1	chr7	+	43622691	43666978	STK17A	44287	3933	6.59011892526445	6.87073316556906	6.49636903239599	6.90944637729953
NM_004761	0.0899281935315847	5.60233806063308	1.59807064737684	0.206176842549994	0.738137014571591	chr6	-	33259430	33267165	RGL2	7735	3342	5.63854923292343	5.46311737039555	5.67976459956097	5.60620741827741
NM_004763	-0.211050198184966	5.12277045751383	7.3723100446258	0.00662357932133344	0.116497433695386	chr2	-	9545814	9563643	ITGB1BP1	17829	1928	5.23937599581125	5.19248017985976	5.00446532470993	5.00686066124211
NM_004764	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr12	+	130822432	130856877	PIWIL1	34445	3591	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_004766	-0.0950664523204829	7.38400410748219	3.3625466456638	0.066694855214054	0.464385627272249	chr3	-	139076432	139108522	COPB2	32090	3123	7.37925205216722	7.47782444682417	7.26443036375843	7.40249793374041
NM_004767	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr1	+	202092028	202098634	GPR37L1	6606	2459	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_004768	0.0383444991715825	6.76076780778834	0.422289032353299	0.515797065951552	0.997488028063316	chr1	+	70671364	70717701	SRSF11	46337	2792	6.80294283872809	6.67418965263009	6.7981689784527	6.75774503642809
NM_004769	0.143631012453297	-1.98270230562704	0.0223071954986535	0.881272779958731	1	chr7	+	150745378	150749843	ASIC3	4465	2294	-2.9135845023991	-2.84159240849982	-2.80461894623971	-2.67901087003059
NM_004770	4.17495599098239	-2.39760965814319	6.01579674059288	0.0141783757573161	0.190901249520721	chr8	+	73449625	73850584	KCNB2	400959	3582	-5.9827175065999	-5.9827175065999	-3.6534311280113	-2.14359041923137
NM_004771	2.36542309731081	-2.81278798336135	1.47274439151406	0.224913189255918	0.738137014571591	chr11	-	102447565	102496063	MMP20	48498	1956	-5.9827175065999	-5.9827175065999	-3.6534311280113	-5.9827175065999
NM_004774	0.198102558300648	7.28805737818661	7.05278729104921	0.00791420077875513	0.130625296270188	chr17	-	37560537	37607527	MED1	46990	8148	6.95681236936511	7.39648823795307	7.27217480181556	7.47995790391455
NM_004775	-0.0200647390497003	5.57310264504373	0.0820076015194231	0.774594984005368	1	chr18	-	29202208	29264686	B4GALT6	62478	4814	5.34481222874704	5.78938541427363	5.33765155295581	5.75795584167934
NM_004776	0.125058067817662	7.89309959351955	5.42757638620073	0.0198211692175272	0.235289694476351	chr20	-	48249482	48330421	B4GALT5	80939	4727	7.80208519396138	7.8560754921355	7.97200920031602	7.93563821764724
NM_004778	0.135659070604878	-2.39774755555293	0.0111675185858313	0.915839041476635	1	chr11	-	60618397	60623444	PTGDR2	5047	2746	-3.75117937002964	-3.68668331519673	-3.6534311280113	-3.53984130733953
NM_004781	-0.00170005682834658	8.13527134023993	0.00120235682736336	0.972338882220765	1	chr1	+	7831328	7841492	VAMP3	10164	2205	8.10466947248102	8.16638413194085	8.12951585170481	8.13785304928415
NM_004782	0.0324230083163963	5.57175361032545	0.198230762388906	0.65615272955773	1	chr22	+	21213291	21245501	SNAP29	32210	4261	5.43334019103927	5.66828510724843	5.53277893017403	5.63501185480759
NM_004783	0.179204687624059	6.36786566069499	8.05779467403342	0.00453082997158376	0.0894198046080789	chr16	+	29985187	30003582	TAOK2	18395	4660	6.17982071464516	6.36882221003096	6.41152627423772	6.49587488063904
NM_004784	2.36542309731081	-2.81278798336135	1.47274439151406	0.224913189255918	0.738137014571591	chr4	+	118955499	119179789	NDST3	224290	5947	-5.9827175065999	-5.9827175065999	-3.6534311280113	-5.9827175065999
NM_004786	-0.0537640020156697	5.81880253665211	0.52418010024801	0.469063996643428	0.97113968777778	chr18	-	54270052	54305920	TXNL1	35868	1324	5.71278081300454	5.96677393741993	5.75481751309475	5.818403179195
NM_004788	0.0552947138601638	6.97587239523659	0.914971901423797	0.3387986594576	0.845990847108469	chr11	+	118230295	118269926	UBE4A	39631	5995	6.84609439955582	7.04503495904838	6.94701226662879	7.05510084743244
NM_004789	0.098490387497327	-2.66082047498108	0.00363370281959298	0.95193246934405	1	chr9	+	126773888	126795442	LHX2	21554	2416	-3.75117937002964	-5.9827175065999	-3.6534311280113	-5.9827175065999
NM_004790	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr11	-	62744068	62752495	SLC22A6	8427	2222	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_004792	-0.0464164771930032	6.59284673607298	0.396333948011005	0.52898865813934	1	chr2	+	170440849	170494254	PPIG	53405	2706	6.73331875450772	6.48494245240877	6.58034221824891	6.54981470176276
NM_004794	0.289581902301513	-0.397718904806429	0.407429278312849	0.523277194406131	1	chrX	+	129305772	129318844	RAB33A	13072	1108	-0.479491866429212	-1.15604629383943	-0.481876036592195	-0.478972413649223
NM_004795	2.40475820245707	-2.81274584010708	1.51578256527483	0.218258834148343	0.738137014571591	chr13	+	33590570	33640282	KL	49712	5006	-5.9827175065999	-5.9827175065999	-5.9827175065999	-3.53984130733953
NM_004796	-0.302867243724129	1.52593457488295	1.78482061366152	0.181558495276234	0.719730733787752	chr14	+	78870073	80334633	NRXN3	1464560	10022	0.774758920269279	2.1598810403341	0.435757633527755	1.87362591541064
NM_004797	-0.711134196767368	-2.52328327220374	0.236732413463854	0.626576163416656	1	chr3	+	186560462	186576252	ADIPOQ	15790	2446	-3.75117937002964	-3.68668331519673	-5.9827175065999	-3.53984130733953
NM_004798	0.00274953261564535	7.09031350828977	0.00188687856919501	0.965352214842469	1	chr20	+	30865453	30922811	KIF3B	57358	6113	6.97166983748818	7.19992320437583	7.04901460117332	7.12855989128558
NM_004800	0.00535484992074629	7.66687884419089	0.0101473347465344	0.919761636342645	1	chr13	+	100153627	100216302	TM9SF2	62675	3515	7.62459637825787	7.70219939722628	7.66863832232921	7.66839891764399
NM_004801	2.36542309731081	-2.81278798336135	1.47274439151406	0.224913189255918	0.738137014571591	chr2	-	50145642	51259674	NRXN1	1114032	9350	-5.9827175065999	-5.9827175065999	-3.6534311280113	-5.9827175065999
NM_004803	2.40475820245707	-2.81274584010708	1.51578256527483	0.218258834148343	0.738137014571591	chr3	+	38347444	38359859	SLC22A14	12415	1977	-5.9827175065999	-5.9827175065999	-5.9827175065999	-3.53984130733953
NM_004804	0.00376756519693242	6.16297004610679	0.00370174008957702	0.951485099178524	1	chr2	+	96931883	96939900	CIAO1	8017	4036	6.09847142225819	6.21876785881503	6.10495679772977	6.21982132034164
NM_004805	0.0379943433054331	5.65373959990727	0.306811768852045	0.579643233010856	1	chr2	-	128603839	128615729	POLR2D	11890	2325	5.66538240351444	5.59633826772306	5.70463166033356	5.63297335887077
NM_004807	0.10059864671799	4.8018190756145	1.44204163261969	0.229809245469019	0.742500239920437	chr2	-	129023053	129076171	HS6ST1	53118	3952	4.78072872308215	4.71022747580141	4.85063265468287	4.84369891057343
NM_004808	-0.0321021385873157	6.80075444927392	0.332592435268042	0.564136540984423	1	chr10	-	15147770	15210695	NMT2	62925	5004	6.57957716790903	7.02256427063637	6.55614751104663	6.98251086393163
NM_004810	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr22	+	40297085	40369346	GRAP2	72261	3514	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_004814	-0.047858621638536	5.06921944483295	0.372594672293864	0.541593335341596	1	chr1	-	31732414	31769644	SNRNP40	37230	1624	5.1061679087611	5.06767130285788	5.0411880001306	5.0380064313637
NM_004815	0.120035923159819	9.51544111902121	4.00215595258328	0.04544210210753	0.377252355178635	chr1	-	94634462	94703307	ARHGAP29	68845	9117	9.45091124551796	9.45553320737647	9.64534728868804	9.50069306913001
NM_004818	-0.0513894128078334	6.19699686126211	0.487907377904257	0.484862263117547	0.983122691590412	chr12	-	49223538	49245957	DDX23	22419	3267	6.19831304944162	6.23899140227531	6.04362867470098	6.29006671486351
NM_004819	0.0400861905996094	5.38259336097193	0.297051356528764	0.585736887654831	1	chr19	-	46318699	46366548	SYMPK	47849	4188	5.24160660967578	5.47118552745182	5.24382255585544	5.5468136225728
NM_004820	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr8	-	65508528	65711348	CYP7B1	202820	2395	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_004821	3.76507378097838	-2.5232295767037	4.45989357425431	0.0346996593782948	0.322539810282037	chr5	-	153854531	153857824	HAND1	3293	1738	-5.9827175065999	-5.9827175065999	-2.80461894623971	-3.53984130733953
NM_004822	-0.332593409539994	-0.523447112613835	0.477876106792357	0.489385931208447	0.984674900456718	chr17	+	8924858	9147317	NTN1	222459	5954	-0.366463507748607	-0.969770197762909	-0.929409068619068	-0.979982381443505
NM_004823	0.0168669164146167	4.37571579699103	0.0306221336511534	0.861086068775054	1	chr19	+	38810483	38819649	KCNK6	9166	2655	4.26212304603769	4.45348903530639	4.15187976631274	4.58575003341346
NM_004824	0.071040160320701	5.18176359071487	0.860340282554855	0.353643483456956	0.858699374444816	chr6	+	4776679	4955778	CDYL	179099	3461	5.23714192775576	5.03538621302489	5.33310224322614	5.07751602801853
NM_004825	-8.5718677548981e-17	-2.98271782599268	0	1	1	chrY	-	19990140	19992100	CDY2A	1960	1	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_004826	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr2	-	233344536	233352569	ECEL1	8033	2896	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_004829	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr19	+	55417507	55424439	NCR1	6932	1153	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_004831	-0.148773718654017	3.08072677425576	1.20362281154397	0.272598795480231	0.757555093782198	chr19	-	16685717	16739015	MED26	53298	3184	3.05587470179224	3.20648391455757	2.83702572638706	3.12376312099085
NM_004833	-2.24272816127509	-2.81280127764907	1.26349113506786	0.260991299415179	0.742500239920437	chr1	-	159032274	159046647	AIM2	14373	1484	-5.9827175065999	-3.68668331519673	-5.9827175065999	-5.9827175065999
NM_004834	0.0701623377528424	9.29212579637199	1.37284351600158	0.241323928536483	0.742500239920437	chr2	+	102314164	102511152	MAP4K4	196988	7317	9.4131900491877	9.06786496444118	9.5564233262338	9.06332219971527
NM_004836	0.200590636241726	4.71114625608438	5.45893604706019	0.0194684976084206	0.232748779052028	chr2	-	88856258	88927094	EIF2AK3	70836	3867	4.74971986984129	4.43298162926329	4.97848303843191	4.5983418088206
NM_004838	0.0436172820808512	5.34674603054406	0.339946573007605	0.559860062610566	1	chr19	-	19040009	19052041	HOMER3	12032	1577	5.45848936162172	5.1653867819581	5.45535472742721	5.26293844381344
NM_004839	-0.397529437721776	-2.28230588879499	0.112346701035059	0.737488105550816	1	chr15	-	83517728	83621476	HOMER2	103748	1959	-2.9135845023991	-3.68668331519673	-3.6534311280113	-3.53984130733953
NM_004840	0.260997798696733	3.88075487603746	5.850252409601	0.0155748171550455	0.201059628007664	chrX	-	135747711	135863503	ARHGEF6	115792	5269	4.09454217797129	3.22568739880451	4.38950717180699	3.42645848162928
NM_004843	0.183253418134229	3.04392586885252	1.79733933383717	0.180034489553365	0.716842565705328	chr19	+	14142551	14163717	IL27RA	21166	2659	2.73969125363734	3.11675728028709	2.9718997493711	3.25679869661728
NM_004847	-3.12707065690157	-2.66086089588537	2.60325726749383	0.10664433123845	0.561367385685503	chr6	+	31582993	31584798	AIF1	1805	1491	-2.9135845023991	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_004849	-0.105476419734368	5.49563926312305	2.09584041575468	0.14770047463267	0.648395147859726	chr6	-	106632351	106773695	ATG5	141344	3244	5.51858917702265	5.56652390199886	5.46578266117154	5.40589008898033
NM_004850	0.0340320220725219	7.46662381853922	0.308425110740217	0.578648211982081	1	chr2	-	11321777	11484711	ROCK2	162934	6401	7.34490995191764	7.54958947837157	7.44972091407533	7.51303164846652
NM_004851	0.122091830984261	-2.6607933430231	0.00558722388914212	0.940415426831481	1	chr19	-	50861733	50868931	NAPSA	7198	1392	-5.9827175065999	-3.68668331519673	-3.6534311280113	-5.9827175065999
NM_004852	1.13669256807516	-0.734441185849648	4.53351096110389	0.033237361111878	0.3188164954492	chr18	+	55102916	55158530	ONECUT2	55614	16122	-2.38709062565069	-1.15604629383943	-0.616196996360233	-0.478972413649223
NM_004853	-0.10165176168315	3.33081977633407	0.653292501599686	0.418937978193248	0.923988306088094	chr17	-	9153787	9479275	STX8	325488	968	3.13479995136014	3.57172429004457	3.10594234585501	3.40750348297442
NM_004854	-0.131614541260216	4.1611714280429	1.76930143510474	0.18346855557328	0.723626898644118	chr2	-	101008321	101034130	CHST10	25809	2854	4.06461697135176	4.35664324432055	3.9348575849897	4.22345137281473
NM_004855	-0.170430552058699	3.40132364407652	1.91489868401291	0.16642011872539	0.690983051092149	chr15	+	55611132	55647846	PIGB	36714	1834	3.31506659558105	3.60876491067338	3.0952357138538	3.48187351930153
NM_004857	-0.242242958502806	1.71031937471633	1.31146580791525	0.252129434282212	0.742500239920437	chr14	+	64932216	64941221	AKAP5	9005	6487	1.88684353170825	1.63605674584101	1.49402828089267	1.56698513900346
NM_004860	-0.100627131505017	4.63690709741841	1.26456303277516	0.260789134751578	0.742500239920437	chr17	-	7494547	7518215	FXR2	23668	2987	4.63561868241803	4.72041710542946	4.44115302201171	4.71085037761768
NM_004861	-8.5718677548981e-17	-2.98271782599268	0	1	1	chr22	-	30950623	30960876	GAL3ST1	10253	1791	-5.9827175065999	-5.9827175065999	-5.9827175065999	-5.9827175065999
NM_004863	0.02714784138822	7.76356056334269	0.14364957283766	0.704679465438286	1	chr14	-	77972339	78083110	SPTLC2	110771	8164	7.54961199888185	7.93476179172328	7.68524313830127	7.85485876465768
NM_004864	1.04418165496357	5.9345359153346	231.043506617812	3.52998926994071e-52	8.67598012125037e-50	chr19	+	18496967	18499986	GDF15	3019	1200	5.02302446924705	5.58522995863428	6.01124669818653	6.67595544760238
NM_004866	-0.0410002224942584	6.82945843000008	0.37642035851804	0.539525253570258	1	chr5	+	77656326	77776562	SCAMP1	120236	6217	6.79156966615776	6.90389559904927	6.83483413691579	6.77725721698677
NM_004867	-0.212123733908101	1.74540998170866	1.03047425973229	0.310047303733851	0.806881906375569	chrX	-	78615880	78623049	ITM2A	7169	1834	1.49645257179325	2.05642616007017	1.35733446416958	1.788277148734
NM_004869	0.00808653179659638	6.4911688580693	0.0187387303867865	0.891118152416644	1	chr18	-	61056424	61089752	VPS4B	33328	3378	6.37938907731405	6.58592145883245	6.36437333184025	6.61632834715716
NM_004870	-0.0527551353715515	5.51251203332321	0.55090111581651	0.457949732316948	0.960049721391128	chr17	+	7486964	7491527	MPDU1	4563	1588	5.40376646227521	5.65948553720838	5.37353863866066	5.58527492763327
NM_004872	-0.0244466199258324	7.08666644738286	0.190722092020287	0.66231630497433	1	chr1	-	54497348	54519111	TMEM59	21763	1696	7.10567106086544	7.0889528541317	7.04345574100105	7.10301479201711
NM_004874	-0.197596981265059	5.14870489856399	6.53536943299967	0.0105750260132575	0.15845793135463	chr8	+	38034105	38070819	BAG4	36714	4321	5.22591939785267	5.24753733456282	5.0016014039914	5.07751602801853
